content,score
Gua kasi bintang 5 kalau gua udah immortal 1000 ya moonton Tolong perbaiki lagi game ini moonton karna sering lag sendiri padahal jaringan full balok ya moonton sayang 🔥🔥🔥,1
"game yang paling saya suka , the best pokonya,hero heronya juga kuat,apalagi rata rata di tempat pilih hero untuk bertarung , biasanya ml selalu ngasih hero yang dibeli,the best hero yang saya suka, hanabi,aurora,martis,nana, the best,bagus gamenya🤩🤩🤩",5
"Moonton klo kasih draftpick yg ngotak dikit coba,masa tim gw troll semua musuh nya GG GG,tolong lah moonton jangan gitu klo bikin game tuhh harus adill biar orang GK kesel, Terus jaringan nya tolong lah diperbaiki masa jaringan gw padahal 34-56 MMS TPI knpa coba ngeleg bngt padahal hp gw bener jaringan bagus, TPI kenapa selalu begitu, mungkin itu saja permintaan saya. Sekian ditutup dengan pantun. Pecah kaca Pecah gelas Lepas baca Harap balas",2
"Kapan magic chess nya rilis?? Kok lama sekali.padahal sudah tidak sabar,, terlalu lama menunggu",3
"moonton klo ngasi musuh dan t itu yg seimbang lah,, sering kali jumpa sm pemain² pemula yang egois,, game ini akhirnya bukan bikin senamg tapi bikin emosi,, ditambah jaringan sering bug lagi setiap war",1
"Pertandingan untuk player solo masih tidak stabil dari dulu sampe sekarang ga ada perubahan buat keadilan dalam pertandingan,gimana ni moonton,mau sampe kapan kayak gini?sampe lunga laku lagi?",1
Nih game seru aslinya cuma sistem matching up nya dong monton kadang orang orang beban itu ada ajh padahal udh rank mitik masih ajh nemu player perusak mod,1
sangat menyenangkan dan ada beberapa Hero yang saya sukai tapi kurangnya item counter kurang banyak dan lawannya begitu Sangata sulit terima kasih moonton kare sudah menciptakan game mobile lengend 👃👃👃,5
Game nya dah ok cumn di bagian darfsistem nyh gak se imbang apalagi pas solo bukan nyh terhibur maen game yang ada mangkin frustrasi.. Game sampah emang.. TOLONG SEGERA DI PERBAIKI MASALAH DARFSISTEM,1
Tolong lah gua jangan di kasih tim feeder mulu Lelah gua gendong tim Jadi serasa main 1 vs 5 Udah bukan 5 vs 5 lagi namanya kalo kaya gini mulu Mohon pihak moonton kasih lah gua tim yang bener ngapa Lama lama males main dapet tim kaga bener mulu Kalo gemeplay nya udah mending udah kaga leg kalo war Tapi ya kalo se pro apapun player nya kalo dapat nya tim yang feeder sih kaga bakalan menang. Sampai sekarang masih sama saja. Ga ada perubahan.kalo habis keluar game masuknya lama banget ajg.,1
"Ini game bagus tapi montonnya yang asal-asalan mengurangi kredit skornya, di laporkan sedikit skornya lngsung di kurangi tanpa mengecek pertandingannya.",1
"Ngasi tim yang bener dong,gimana sih gajelas banget katanya game MOBA terbaik kok kayak gini sih,musuh pada pro,lah tim gua bot semua loh,gimana sih moonton,tolong diperbaiki ini,kasi tim yang bener yang adil jgn kayak gitu,gua kasi bintang 3 karena ini",3
Perbaiki jaringan. Perbaiki tim lawan dan tim musuh tidak setara. Perbaiki bug jaringan merah terus menerus. Game rusak 100%,1
matchmaking yang tidak imbang antara tim musuh dan tim saya itu tida merata tim musuh jago dan tim saya sendiri poke atau tidak bisa main membuat saya cape menggendong tim saya,4
"jaringan yang tiba-tiba ngelag padahal sinyal penuhh, dapet tim jelek semua minimal kasih yang setara lah musuh ex imo dapet tim epic mentok lejen",1
"dari awal season sampe sekarang masih di epic, dapet team dark sistem mulu, udah bosen maen",1
Maen gem ini malah nambah stres bikin kesel apa lagi kalah Mulu kita maen gem buat senang senang tapi kalau maen gem ini kita malah di bikin makin stres gue maen 20 pertandingan cuma 5 doang yg menang pokonya gem sini jelek,1
"Tolong dong monton kalau ngasih lawan itu yg seimbang, dapat tim tolol dan lawan pro semua, yang awalnya main game ini buat ilangin stres, malah tambah stres, losetreak trus, tidak rekomend bnget,",1
"Makin kesini matching gk seimbang, sering dapat tim bobrok,saya sebagai pemain solo player sangat dirugikan",2
"Perbaiki lgi sistemnya moonton, habis win 5x , jaringan bagus tapi dibikin leg sama sistem lo moonton",1
Ga habis pikir rank selalu ketemu dark sistem segitu menderita kah pemain solo. Tidak ada keseimbangan pemain. Seberat itu kah pemain solo perjuangannya. Semakin kesini semakin kesono keseimbangan dan keadilan. Moonton tidak mengapresiasi usaha pemain solo,1
"tolong lebih diperhatikan lagi dong macthmakingnya banyak banget anomali dark sistem tim,kurang seru gamenya dapet hikmahnya iya,niat gak sih bikin game,katanya mau menciptakan komunitas positif lah ini stres ya dapet hikmahnya ya,udah apus aja mlbb kalo emang gak diperhatiin macthmakingnya,fokus mulu sama skin dan hero macthmaking gak diperhatiin gak niat emang moonton kalo bikin game gua setuju si kalo mlbb diapus dari playstore,stres banget main solo ketemu anomali mulu 1 v 9 musuhnya",1
"sering terjadi delay padahal jaringan Bagus, mohon di perbaiki",3
Makin lama game ngk jelas kadang ngeleg pas join war mati baru tidak ngeleg dan saat mau naik rank d kasih lawan yg tidak wajar dan di tambah lagi kalo sudah mau win atau sudah winstrek pasti langsung di temukan sama player² draksistem dan di kasih lose sampai kembali seperti awal ngk main dan game yang seharusnya untuk menghilangkan stres ini malah tambah stres 👍,1
Masa cuma afk sebentar tapi hukumannya 1jam kredit skor nurun banyak udah cape2 mau buka rangketd malah main satu kali dapet nya cuma1tolong jangan nyapein orang moonton dasar aneh gamenya,5
"ada bug besar di ml macth tiba"" jaringan lag tiba musuh jago tiba tim main feeder ini bug harus di perhatikan sama tim ml",1
ML asu kenapa saya selalu lostraik Padahal saya kalau kalah mvp kalah dan teman saya ada yg keluar dan mereka bermain main saat bermain rank kenapa saya begin yg asalnya pangkat gw myitik Bintang 11 lostrek sampai ke legend 2 bintang 3 tolong diperbaiki lagi kalau bigini saya dan teman saya akan menghapus ML karena gem Ini kurang tidak seperti FF,1
"Makin update makin buruk aja, terutama sinyal padahal bagus2 aja, eventnya juga kadang SCAM!!!",1
Game nya bagus sekali aku suka sama game nya tapi monton tolong kasih tim nya itu. Yang bisa di ajak kerja sama yah monton tolong aku selalu kalah kalo main kerena tim nya egois semua ga ada yang mau kerja sama setiap main aku di kasih tim yang egois semua tolong yah monton 🙏🙏,5
Sinyal benerin lah wifi + data masih lag server nya gk jelas,1
"Bug payment nya di perbaiki, pas main keluar mulu metode pembayarannya",1
"Vang...xe,,,game bgst,,dkit2 plngran terus,,chat sdkit di ban,,dpt player 1 tim kya bot terus,,,perbaiki jaringan,,selalu ping buruk pdhal wifi lncar,,anjink",1
Update trus tapi server semakin buruk sinyal ping ga jelas,1
"Bintang 5 untuk yg baru download game ini,karna awal""di kasih wine streak,,,,bintang1 untuk player lama,,karna sering lose treak?ga percaya coba aja wkwkkw",1
"Banyak drak sistem nya, klo kasih lawan yang se level biar sportif, lebih enak main ff musunya tergantung skilss🤣🤣",1
"game rusak celek, dikasih tim jelek mulu, kalo main party dikasih lawan ga sepadan jago bangt lawanya, rusak rusak bangst",1
Stuck di loading coba hapus lalu instal lagi tapi tetap sama gimana ini game nyusahin player mendingan hapus aja nih game capek gw udah ls stuck bug gj montond,1
Game nya sangat seru dan bagus grafiknya bagus gakgampang nalek,5
"Untuk komposisi timnya yg setara lah, butuh yg bisa main yg bener sesuai dengan tier maupun tier tertinggi kalo lama lama gini mending pindah game sebelah aja ( honor of king )",1
Game mobile legend yang ini sangat bagus untuk dimain kan meskipun musuhnya sering bikin frustasi tapi its okay aku suka,5
"Saya benci dengan game ini bug nya parah banget lagi di match menang tiba"" ada bacaan error dan ke relog sendiri dan tiba"" mati 2 padahal sebelum bug menang kill 2 malah menjadi mati 2 plisss lah moonton bug meresahkan ini dimusnahkan tolong dibaca",1
"Game yang paling menyenangkan,menurutku game ini sangat seru dari grafik nya juga bagus,aku kasih bintang 5 untuk game ini.",5
Game nya gg moonton tapi sinyal kok ngelag yah padahal sinyal saya main game lain bagus tapi ini game bagus sumpah tapi waktu aku menggunakan costumer service mau mengembalikan akun yang di ambil orang moonton malah nggak percaya itu akun aku,5
"Capek banget kalo udah awal seosen, selalu tim nya gabisa main, musuhnya jago² Tolong moonton, kasilah tim bagus, udah hampir 6 tahun main ml kayak gini terus stack di honor doang😭Tolong moonton hapus dark system, tetep bintang 5 karna memang ml seru",5
Awalnya sih bintang 5 tpi seiring berjalannya waktu main makin hancur tidak pernah di kasi tim yang seimbang dan jaringan suka lag jadi maaf saya kasi turun bintangnya,5
"Aneh bngt, pas mau menang tiba-tiba keluar dri apk dan ngulang lagi dri awal dan jga suka jlan sendiri pdhal lagi nyerang musuh, tlong untuk diperbaiki lagi ya",2
Moonton tolong tingkatkan sinyal biar lancar ngk delay kalo delay malas maen mending maen epep gk lag,1
Asli nya gamau ngasih bintang 1 pun tapi biar bisa kasi ulasan kasih bintang 1 game penuh dark system yang main hati hati ini membuat mental anda kena dan merusak jiwa ga wajar ini beres season tim nya pasti jelek kalo main solo kalo main 5 org musuh nya imortal HATI HATI YANG MAIN GAME INI BISA MERUSAK MENTAL,1
"Monton"" Cuma gara"" main di klasik trus afk...di laporin smpe turun nilai kredit score smpe 85...ampun dah w...ini klasik Loch...klo di rank wajar gpp.w kasih bintang 1 jg...tolong lah di pelajari LG setiap ada yg melapor...di klasik itu banyak org yg baru belajar...udh lah.males debat",1
"Game udah bagus,tapi sanyangnya pembagian tim berdasar kan rank sangat tidak memuaskan.Rank mythic masak ketemu tim yang rang nya dibawah terus",5
"Huh gamenya terlalu ngeselin masa Pas mau masuk lagi di dalam pemainnya sangat lama! Kalau qt mainnya di rank? Terus nyusahin lagi tim qt, jadi tolong yah Di percepat lagi! Udah muak gw moonton. Dari lama gue udah kesel sama loadingnya sangat lama! Muak gw Maaf gue kasih bintang 2 aja. Tolong di perbaiki Dulu game ini sangat bagus untuk di main tapi kenapa? Tapi kenapa setiap di upgrade ml ini makin rusak. Ah gak taulah muak gue.",2
"Monton kan ada survei skin ramadhan Hero yang cocok masa cuma satu?. Hero² yang cocok buat skin ramadhan. Ruby: sudah ada di survei, tapi kurang tertutup di bagian hijab Khaled: udah kaya cowo arab jadi cocok bgt Natalia: dari skin default udah kerudungan Luo yi: pake cadar, pakaian tertutup, tinggal hijabnya nih Skin yg bagus tapi heronya sepi peminat Kaja: Garuda kalo boleh sih, sumpah ultinya bisa buat sila ke2 sama skill 1 kan kaya ngeluarin tali, terus bola itu bisa jadi bintang sila prtma",4
"Monoton tolong lah hilangkan item sky piercer karna membuat permainan berjalan tidak seru, dan ada apa dengan moonton gw main 2 hari mentok di legend 2 bintang 3?, naik 1 bintang pas ganti match turun 1 bintang turun 1 bintang naik 1 bintang ujung"" balik lagi ke legend 2 bintang 3 dark system nya ngeri sekali",1
Ini gema ap coba minimal kalo mau rame drak sistemnya di ilangin lah capek monton kalah terus maen dari pagi menang kagak kalah iya capek,1
Saat saya mau main kok leg tapi sinyal baik tolong di perbaiki lagi saya sudah kasih ranting bintang 5 ni pless tolong di perbaiki,5
Aku kan sudah mulai sekarat main aku menang dalam. game ini aku suka banget terimakasih mobile legends bang bang aku suka banget main mobile legends bang bang serunya,5
"Gamenya seru banget, aku udah lama download tapi ga bosen-bosen. Tapi tolong di baiki Tetang masalah sinyal padahal sinyal saya bagus tpi sering leg, tolong di baiki sangat menggangu pas lagi main.",5
Gamenya bagus sih tapi ada satu permintaan tolong dark sistemnya dihilangkan,3
"Grafik ok 2.mohon diperbaiki keseimbangan bermain, ketikabermain tim saya banyak yang gak bisa main mukin segitu saja terima kasih",4
Update sekarang bagus walaupun sering mengalami lagging saat main,5
"Wah game Mobile legend ini sangat seru sekali sampai sampai saya kegirangan mainnya ,ohh iya tambahin lawannya yang sulit dong aku udah maen 10 kali, 9 kalah 1 menang wahh",5
"Saya sudah melaporkan banyak kali tentang akun saya bahwa akun saya tersebut sudah di hack. Tetapi tak ada tindakan sama sekali. Dibilang bahwa saya tak mempunyai cukup bukti. Padahal saya sudah memberikan sudah cukup bukti. Kurang apalagi?, game apa ini dengan keamanan yang tidak adil. Saya sudah melapor BERKALI KALI, dan selalu dinyatakan bahwa saya tak mempunyai cukup bukti. Akun yang saya rawat dari awal, dan saya sudah berikan banyak bukti, tak ada tindakan samsekali.",1
Dapet tim kayak hewan semua saya dapat draksistem 5x dalam game sistem game nya gak bagus dapet draksistem,1
"Banyak cheat nya awkwkwkkw sampai gak bisa gerak gerak pas main , skill kagak bisa di pencet padahal jaringan Baek Baek aja",1
maf ya monton gem nya bagus tapi tolong even nya gabisa dapat sekin bagus dan jaringan pas lagi main selalu kuning merah tolong atasi jaringan:-),5
Plis lah moonton matcmaking ny di benerin lah setiap mau ganti rank pasti ketemu dark sistem + lose streak itu maksud nya apa coba cape cape ngepus turun lagi masih mending kalau sekali dua kali ini keseringan.,2
"Sistem nya tolong di perbaiki entah sudah berapa banyak aku mengedit ulasannya dan mungkin sangat jarang memberi bintang 5 karena pertama jaringannya kadang lag padahal hijau, kedua sistem matchmaking yang tidak seimbang, ketiga sistem report player yang kadang tidak memberikan hukuman kepada para player yang memiliki perilaku buruk, dan yang terakhir setiap akan menaiki sistem rank terbaru sengaja di berikan tim yang tidak seimbang dengan musuh, antara asal pick Hero, dan sebagainya.",2
Game nya sangat bagus dan juga grafik ny lumayan bagus sekarang juga bug nya udh gabanyak kayak dulu jdi lebih enak mainin ny pokok ny seru deh 💯👍,5
Niat bikin game gak sih ada chiter didiemin terus tolong hapus kan dark sistem karena cape kalah terus dan tolonglah jangan ada chiter dan damage yang gak ngotak,1
Jangan maen ml pasti bakal nyesel Tetangga gue aja bunuh diri gara gara nih game pokok nya ini game bikin kalian pengen mati jangan dowload udah musuh nya gak seimbang gak sesuai rank mending HOK aja game itu lebih mending kasih skin gratis hero gratis gak kek ni game percuma nama bagus tapi game gak seimbang,1
Wooiiiilaaa bangkeee knapa nggah tim gituan mulu taii masa gue main 4x nungguin sampe mau 2 menit baru dapat tim itu pun ada epic asuuu masa tim lawan legend semua perbaiki laa 3x main dapat epic trus tim lawan legen semua asuuu yg lebih asunya lgi tim gue di ksih bot anyinggg yaelaaa kentara bangat dark sistem sma jaringan kek pelangi merah kuning hijau apaan itu klau merah yaa merah aja spaya nggak main ini dri awal udah hijau pas main merah kuning hijau taeeee,1
Game nya udah bagus cuma yg ga bagus itu timnya masa glory ketemu master walaupun main classic tapi bisa rank nya jauh bet gilakk tim nya udh tolol semua bocil bocil yg main cuihhh,1
"setiap loading match, selalu berhenti di 14, pdahal jaringan bagus. Terus harus login ulang and jadinya malah afk",1
"Setelah update, saya menyadari bahwa skill penargetan cerdas lebih sensitif, itu mengganggu permainan, harap diperbaiki seperti semua. kalau sudah diperbaiki akan saya pertimbangkan tentang rating, Terima kasih telah membaca",5
game apa ini sinyal bagus 14-44 tapi kok kita gak bisa gerak kayak lag banget padahal sinyal nya bagus tapi pas maen kok lah Sampek gak gerak tolong moonton benerin sistem Jan kikir keluarin skin Mulu sistem masih jaman 2019 lag banget skin bagus semua keren tapi sistem nya kentang/ketela game kontolllll sinyal nya benerin moonton gw top up banyak banyak hasil nya malah ngeselin moonton sinyal benerin baru Collab keluarin skin baru Jan mikir uang Mulu pikir sinyal ngentod,1
"moonton knp si, mw login jg gabisa' ap ya mksd km, dislike msa relog trs, wuuu fak fakkk mennn + skrg malah gada efek, gabisa ganti recall atau lainnya, makin lama makin ga work it",1
"Min dari season kemarin kok banyak akun dark sistem ya?, dikondisikan lah player yang baru install mlbb sama player yang udah lama, yaa gw tau epik-legend itu tier yang masih terbilang rendah tapi ya minimal ketemu akun yg levelnya udah 40 an keatas+udah nyentuh (minimal) honor kek, lah inimah ketemu akun level 10. Kalo sekali dua kali ya maklum lah, inimah sampe naik turun legend 3 gw woilah moonton😭. Tolonglah jangan dicampur player baru sama player old, meresahkan banget ancrit😭",2
"match making yang tidak adil, selalu mendapat tim yang tidak seimbang. sering terjadi player yang tidak sesuai dengan ranknya. tidak pernah berubah dari dulu walau sudah banyak yg protes. bukti developer yang tidak serius.",1
Sibgst gak ada perubahan sama sekali dari kemarin keluhan nya masih sama musuh gak sepadan sama tim yg di satuin agak tolol ni gak jaya2 ni game lu burik kesini2 makin burik kek ajggg minim ngasih tim yang bener kek jangan ngasih yang guobloug di satuin semua terus juga musuh nya jangan yang spek nya global2 goblokkk luu apaan coba sistem kaya gitu? Gak rame2 tu game lu sumpah tambahan ya njing ini habis di update bukan nya membaik kok nambah nge frame ya ini lu lagi nunjukin lu mau bangkrut kh?,1
"Kenapa sih banay drak sistem nya gw cape Cok dari bulan lalu ga bisa naik mau Nanik bintang aja susan bener sedangkan buat naik tier malah di trol bangke plis lah monton lu tu kalok mau rame lagi game nya jangan banyak drag nya Jing cape semua player Lo dari subuh ga berhenti maen lu kenap sih banya kin orang jadi setres gara"" geme ini cok",1
"Kesekian kalinya kasih rating, game ini tambah burik, sekarang malah sering stuck saat pertandingan, Hero tidak bisa dimainkan aneh betul ini game,drpd hp yg dibanting, mending gamenya ke sampah, jd tambah bapuk, k*nt*l buduk,",1
"Skrng ga kayak dulu lgi rank pencarian tidak simbang , diam sebentar di bilng afk kenak sangsi berat dan skrng terlalu bnyak drax sistem mending pindah ke game sebelah HOK lebih asik dri game ini",1
"Tolong ngebug ngfreeznya dibenerin, keseringan ngstak gk bisa gerak sama sekali",3
"Udah jaringan lag, kalo solo dapet tim rank gak imbang, ketemu Player nge cheat bikin lag jaringan udah di report tapi gak di tanggepin. Mending pindah ke Game sebelah",2
"Game apa ini, game yang gak adil untuk player solo match gak adil sistem hukuman yang seenaknya, gua barusan ketemu duo pas main solo random di rank si duo ini make layla sama belerick dan pas di erly sampai lead game si belerick ini ga pernah rotasi bantu kontes turtle sama lord pun gak pernah, dan karena posisi spown turtle sama lord di lane gua(gua main exp) jadinya gua yg kena batunya di gank mulu gua, ujung ""gua bacotin jg tu kunyuk berdua tapi tetep aja batu, mana gak ada dapat kill lagi.",1
Saya sangat suka game ini karena bisa mabar sama teman teman tapi yg saya tidak suka kalo saya bermain solo rank karena sering mendapatkan tim dgn peforma bermain yg sangat buruk,5
Moonton tolong lah ukuran game jangan jadi tambah gede nanti kasihan yg ram 2 makin lama gk bisa main game moonton jadi saya bilang itu aja sih,1
"Kapan Mode Survival di ada in lagi 😡😡, bukan yg di creation camp,tapi versi rank nya 😡😡,itu pun kalo di creation camp sekali main 50 diamond,ga ada misi kaya dulu lagi,yang bisa dapatin tiket creation camp gratis 😡😞",1
"Game ini tidak cocok di download, bisa merusak mental dan kesehatan, saya aja baru topup sudah dikasih ls 🙏 tolong buat admin untuk memperbaiki keseimbangan tim dan lawan agar setara.",3
"Game nya bagus bnget, ga nge lag ga ada yang ngetrol ga drak sistem pokoknya mantap dahh",5
Matchkingnya gak sesuai gua 2 season dapt team binatang gua dha capek banget main tolong lah papi monton gak usah kasi skin tapi matchkingnya aja diperbaiki capek sumpah lama2 banyak yang pindah ke game sebelah Jadii intinya gratisan skin Guinevere legends dong,1
game ini tambah rusak.aku jadi gk mood lagi aku pemain solo di kasih nya tim busuk suka aneh aja aku player old masa di kasih dengan player baru pusing tau. jadi males lagi main game ini tambah aneh monton..,1
Gamenya bagus banget tapi kek gw lag Mulu Cok mana musuh tebel terus kalo mau beli skin pake diamond mahal lagi tolong lah montoon yang bener kek bikin game(⁠ʘ⁠言⁠ʘ⁠╬⁠),3
"Machmaking juga harus di atur jangan di kasi team yang di bawah player panter banyak yang pindah ke hok orang Machmakingnya busuk gini, tolong pihak moonton perbaiki lagi Machmakingnya agar tidak ada lagi player dark system karna sangat merugikan player, tolong di dengar ya MOONTON. MENDING MAIN HOK kalau Machmakingnya sampah game apa coba match rusak sistem sampah masih banyak yang ngetrol merugikan player banget lu ton monton",2
tolong perbaiki masalah matchmaking waktu mau masuk ada bacaan menghubungkan kembali silahkan hubungi customer service padahal sinyal bagus paket pun ada tolong dong developer,2
"Game nya bagus cuman kurangin dark sistem,dan tolong montoon udah tak kasi bintang 5 bug cepet benerin bug yang mengganggu mau itu bug kecil atau bug besar tetap saja perbaiki bug tersebut dan kalau bisa perbanyak event skin kolab dan gratis 😁",5
"Game MOBA dengan Hero CC paling nggak guna. Untuk hampir keseluruhan Hero dengan skil CC hanya diberikan 0,6 hingga 1 per sekian detik [efek stun] sehingga tidak bisa meloloskan diri ataupun [Men- Lock] musuh. pesan saya untuk update kedepannya agar merevamp hero-hero yang memiliki skil CC yang nanggung. Terimakasih.",3
Sudah tidak bagus lagi..permainan sudah tidak sesuai..solo playar dapat tim tidak bisa main apa pun..dan bisa2 nya di rank lagand tanpa di bawa bisa epic 4 1 lagand kan game babi,1
Game nya bagus aja tapi masalah fps terlalu buruk main pake data aja Udah ngelag padahal sinyal lancar apalagi pake wifi aduhh ampun dehh 😵‍💫😵‍💫,1
Game nya seru tapi tim nya cupu tapi gw gak perduli karena gua granmaster seruuu bangget game nya,5
Emang bagus si banyak skin yg bagus bagus tapi kenapa GK bisa pencet event kalo di pencet langsung reload terus gmn mau liat event?,3
"Saat main , sinyal hilang sendiri sampai ngga bisa gerak sama sekali .. giliran permainan selsai kata sistem saya melakukan feed dengan sengaja ??? Udah kaya Hukum di negara Konoha aja nih sistem montoon !!!",4
Assalamualaikum tolong di perbaiki ya monton masa main rank lag giliran clas tidak dan juga padahal sinyal bagus tapi lag😭jadi main kalah mulu,2
tolong di respon . ini saya main game lain aman2 aja. kenapa sya pke main ML layar nya kurang responsif dan agak berat. prosesor yg sya pke g99ultimate,4
"Semoga sering sering bagi skin gratis(tapi yang gampang ya dapatinnya), sama saran saya fitur perlindungan bintang lebih diperbanyak lagi atau lebih mudah dapatin kartu proteksi bintang",4
"Percuma ngasih layanan di dalam game, kalau yang jawab bot. Untuk apa menang kalau diturunkan lagi... Percuma... Untuk apa menang sekali menang kalahnya 10 x. Percuma pemilik moonton gak ada tanggapan didalam game.. Yg ada cuma komputer yg jawab. Ngasih hukuman sampe 30 tahun .. Kontolll",1
"Makasih ya yang bikin ini game, pertama coba memang belum bisa, untung saja ada tutorial nya jadi mengerti cara mainnya, dan ini game menurut ku memang sangat bagus ketimbang free fire, game nya burik, dan makasih juga untuk event event mlbb nya menurut ku memang mudah untuk menyelesaikan event di mlbb jadi bisa untuk di tukar kan hadiah yang menarik, dan aku juga senang bisa menyelesaikan event event mlbb karena untuk mendapatkan hadiah jadi aku lebih senang menyelesaikan nya, thank you 😁😊🫠",5
"Server moonton.nya parah memilihkan lawan yg gk seimbang...selalu dapat lawan drakc sistem dan menggunakan ceat, padahal saya pemain baru",1
"Tolong mobi legend nya di benerin banyak sekali bocil troll di mode rank, saya harap bocil trooll tidak ada lagi.. Terimakasih",2
Awalnya Sih Bagus. Kenapa Sekarang Banyak Banget Nurunin season. . . Gue Mau Kasih Bintang 10. Tapi Sekarang. Gak Usah Di Kasih Bintang. Mengeecewakan. Match mking sering nggk imbang,5
"Tolong kepada Pihak MLBB atau Moonton, Player yg mainnya Asal-asal dan jadi beban tim agar dihapus atau diturunkan Rank nya karena sangat menggangu , merusak kesenangan permainan..",2
Tolong map nya di tambah kan dengan berbagai wilayah dan cuaca..,5
Game rusak dapet tim busuk terus gimana mau glory kalo tiap seson pas nglewatin rank legend pasti ada aja monton ngasi tim kaya orang baru main dan juga sering banget ping jaringan naik turu padah sinyal bagus ini game bukanya ngurangi stres malah nambah stres 😖,1
"Game aneh gw dapat tim dark sistem semua buat moonton tolong ya buat player yg sering ngetrol tu di ban aja kalau gk tu kredit skor ny turunin aj 20 ya plis minta tolong cape gw main dari pagi sampai malam bintang naik turun naik turun, ngotak dikit lh pokok ny cape ni gw main gk ad naik rank gw aswwwwwwwww",1
"woi moonton aku gk bisa login login nih selalu ulang terus dari awal, ini perbaiki lah moonton mau main tapi pas login kembali terus kek kon*** emang udah aku hapus Download lagi tetep sama apalah habisin kouta aja",2
Monton gak jelas .. main solo di lejen 3 malah ketemu evik semua . Apa2 an bikin afk kaya gini sorry aja ya aku kasih bintang 1 karna geme nya gak jelas ..kalo mau full bintang tolong afk nya di perbaikin Yaa .. jangan lupa untuk di baca ..komenan saya .. kesihan flayer lain kalo kaya saya main di lejen solo malah ketemu evik kan gak wajarr 🙏🙏 tolong lahh muntun jangan terlalu sering ngasih kita tim yg sering ngetrol .. coba lah lebih konsisten lagii bosan kami kalo kaya gini trs,1
"Yahh, lumayanlah Grafik dan game play game sebelah masih lebih baik. Terutama servernya. Tenang info sya ini gratis buat developernya. Thanks",4
"Setiap kali melaporkan rekan tim yang melakukan feed ke customer service, walaupun sudah jelas jika player melakukan feed, jawaban yang saya dapat selalu "" player tersebut tidak melakukan""",1
"Sistem match making yang tidak adil,say sering kali dipasangkan dengan rank dibawah saya, sedangkan musuh terkadang bahkan hampir semuanya diatas rank saya, bahkan tanpa dihidupkan fitur mempercepat mempertemukan match",1
"Untuk pihak moontoon saya mau bilang kenapa musuh saya jago semua sedang tim saya dark sistem dan juga masalah jaringan lag yang sering terjadi pada semua player mengganggu pengalaman bermain playernya,yang sangat merugikan karna masalah jaringan lag itu aja sih semoga di terima ulasannya ya Terima kasih!.🙏",5
game nya g burik sangat bagus dan bisa jadi game para pemuda pemuda gagal main game sambil begadang,5
"Montoon oh montoon🤣.. Kalo udah naik di kasihnya dark sistem. Padahal yg ngeluarin uang buat beli kouta saya"" juga.. kalian gk rugi!!! Pasti balasannya kami akan ini, kami akan itu, bukti gk ada..🤣 miris amat",1
"woi developer, gw main kek biasa, gk da angin GK da ujan, kredit skor gw berkurang ngennnttttt, ""kesalahan, pelanggaran sistem"" ini sistem mu yang bermasalah, bukan gw nya. ini harus di perbaiki kocok, kalo engga gw tinggal lu, nyari game MOBA lain gw mah. Gw pake hp Snapdragon 4, terus sengaja gw cari hp Snapdragon 6, tapi beli, sama aja hasilnya, nge leg gajelas. oh ya, buat Hero Hero lu, itu terserah lu dah, gw capek liat lu moonton",5
"Gem apaan memberikan time yg ngak jelas, hapus aja ni gem kalo masalah tim masih gini gini aja, mending hok ketimbang ini, buat kalian yg ingin download mending jgn deh selain itu koneksi jaringan ngak di perbaiki dari dulu janjinya memperbaiki jaringan smpe sekarang gini gini aja,mau beralasan jaringan gw lelet? Gw pake wifi woi jaringan disini bagus cuma di ini gem doang yg lelet , hapus aja kalo masih gini gini mathmakingnya, gem sampah",1
"kasih lawan tidak setara kemampuan dan main solo pasti dark sistem temen coba lawan kayak pro player kalo main party serasa mpl game ini tidak adil kasih lawan tolong monton kasih lawan itu yang Adil ya, kualitas jaringan nya tolong di perbaiki monton",1
Tolong monton yg rank legend jangan gabung sama bocil epic mna epic ny drak sistem beban jadinya gi mna mau berkembang masalah ini aja sering terjadi contoh jungler ada 2 atau 3 trol jadinya. Kau sama aja kayak ff yg bot di gabungin sama yg pro mna lawan ny mantan glory imo susah nji,2
Game nya seru tapi banyak drak sistem gak bisa maen ngetrol semua gua pengen imo gak bisa bisa karena drak sistem dan bug lag jaringan sinyal selalu ada tolong di jawab y,1
Di game ini tidak seimbang ada beberapa item tank yang tidak bisa di gunakan oleh marskman lucu kan. Game kok kuat kuatan sinyal. Di tipu sama pebisnis kalian. Multiplayer kompetitif tidak memakan banyak data internet tau anda.!,1
"Game ga jelas babi, spinnan nya pelit, banyak feeder, musuh nya ga adil, masa ada anjirr legend ketemu mytic padahal solo rank, awal season padahal malah di kasih gituan, udah gitu ngasih tim feeder lagi ada yang sengaja negtroll lah, ada yang ngelag lah, banyak bug lah, apa lagi klo ngerepot yang ngefeed malah dituruni kredit score nya cuma 1 harusnya langsung aja ban akun nya 1 minggu gitu, game takut sepi awokawokawok, tolong perbaiki ni game rusak anjir, push rank 4 jam cuma nambah 1 bintang",2
"1 dulu deh soalnya buat sistem gacha masih kikir,buat dapet skin susah, apalagi starlight card aduh susah bet dapatnya,apalagi di game kadang ngeleg tiba tiba lah padahal jaringan bagus, main kalah mulu lah, ditingal bentar kehitung afk lah main udah bagus malah di kasih coklat mabok lo kali, gw harap semua ini bisa berubah.",1
